source,campaign,influencer_id,user_id,product,date,orders,revenue
Facebook,SummerShred,540,42201e1a-0dd9-482d-a192-f1dc80cf1736,Whey Protein,2025-06-24,17,5822
Twitter,FitJuly,888,602e8c55-9f33-43ce-a8c1-ea9a779b339e,Multivitamin,2025-06-24,19,9000
Facebook,WellnessWave,440,f2f0dc21-3b04-4c60-9fa7-0115f69fcc47,Whey Protein,2025-07-16,12,4279
Twitter,PowerBoost,233,65e71b6a-58b9-4b4a-8cc3-9a3a5339bf7e,Creatine,2025-06-08,8,7950
Facebook,FitJuly,544,a8e325aa-1215-4837-8cef-92419d405e95,Whey Protein,2025-07-21,8,6548
Twitter,FitJuly,142,1b091bae-3c82-4c2e-bb03-ff943cf4bf92,Whey Protein,2025-05-09,18,3566
Facebook,FitJuly,626,65914ee5-0e00-479d-89e5-27e6b5c6573b,Creatine,2025-07-06,3,8592
Twitter,SummerShred,451,bd7e226c-b26c-4905-8857-104c59eb3626,Whey Protein,2025-05-18,7,8636
Facebook,SummerShred,440,fcafd6df-de3b-4ade-b4a3-d6024cf25ed5,Creatine,2025-07-06,5,1236
Facebook,SummerShred,648,31012dfe-1ae2-4da7-b661-c4ec0f6ee55f,Creatine,2025-06-06,20,9140
Instagram,SummerShred,110,8087274d-f5a5-482b-bad8-bd4b54ebbb3c,Multivitamin,2025-04-25,11,5914
YouTube,PowerBoost,129,25377429-b693-4f9e-869e-a8a22063852b,Vitamin C,2025-07-20,11,1080
YouTube,SummerShred,72,1812bd39-2aeb-4bd1-a72b-3d75f78b07fb,Vitamin C,2025-06-20,11,4270
Instagram,PowerBoost,627,7a3016a7-379f-4293-8bec-97e75bab2319,Creatine,2025-05-29,9,8966
YouTube,WellnessWave,643,b668a3ac-0f3a-4987-9fb8-06bcbb9de3f5,Vitamin C,2025-07-01,8,7427
Twitter,SummerShred,465,0c3dcf08-d035-43f6-8d2e-856720466985,Creatine,2025-04-27,17,9393
Facebook,SummerShred,640,ad525b0c-2517-477b-bf7d-d5d2593c2e33,Vitamin C,2025-06-06,6,7851
Instagram,WellnessWave,799,e0e7a14a-ee53-4602-a4c9-91a5bf8f50a5,Creatine,2025-06-19,12,587
Instagram,SummerShred,780,2bf64d23-eb7d-4606-b6dd-c8e15175bde1,Vitamin C,2025-07-20,1,7574
YouTube,WellnessWave,908,76307ecc-7cef-48dc-aba7-e31d0a84e51a,Creatine,2025-07-06,9,4836
YouTube,FitJuly,189,1dfbc636-47fc-4347-9889-e874f0f1f8f4,Whey Protein,2025-05-01,14,8623
Twitter,SummerShred,763,cd152357-9bb5-40de-a816-f87e17d04b6d,Whey Protein,2025-05-02,3,6137
YouTube,WellnessWave,643,a778a5d9-c6bb-4683-9951-1defa21b8f64,Whey Protein,2025-06-14,16,7499
Facebook,SummerShred,122,869ed325-1dc6-4a66-a7fa-c0f1491923a2,Creatine,2025-05-25,16,7299
Twitter,WellnessWave,197,25b645d8-5b97-4b18-9879-0099e6e1bd9f,Vitamin C,2025-06-11,9,603
YouTube,PowerBoost,881,31049358-2cca-4bee-a77e-39d93b8ba7af,Creatine,2025-07-01,5,1577
Twitter,SummerShred,982,59723449-5f17-4112-aa84-f9dc67bcb764,Whey Protein,2025-06-23,15,1607
Facebook,SummerShred,530,1b4aa882-147b-4d37-961b-d5dd0db7d8ca,Multivitamin,2025-06-14,2,4420
YouTube,FitJuly,457,976916d3-08de-4514-a297-a32b33516d5c,Vitamin C,2025-05-27,3,7259
Facebook,WellnessWave,131,37dd16b8-b6e0-4323-80c7-31cc63aae391,Whey Protein,2025-06-11,15,831
Facebook,SummerShred,546,3c5cc7c6-3777-4a32-adcb-f40097f61ea3,Creatine,2025-04-24,13,3270
Twitter,FitJuly,85,cf2ac54f-64b1-446e-a332-a3dd095db6b7,Creatine,2025-05-09,13,6762
Facebook,FitJuly,48,a22ad421-069f-4aea-ae3d-5cecdc2f8080,Multivitamin,2025-06-17,3,1656
Instagram,SummerShred,960,dad7fe0b-4a0f-41cd-9891-258b52613366,Creatine,2025-04-24,3,4314
Facebook,PowerBoost,122,aad330f3-d0f6-4468-b6bd-7016e9f55a5f,Creatine,2025-06-27,7,9885
Facebook,WellnessWave,876,415987b6-bc9b-403f-b03b-ed4a85888575,Creatine,2025-05-17,6,4106
YouTube,SummerShred,983,66679b9e-d7a4-4f2d-9e2c-c495a8213422,Multivitamin,2025-05-23,2,4522
Twitter,FitJuly,26,8b99a3cc-4817-4d7f-bf58-4dfbfc864a37,Whey Protein,2025-07-17,5,9947
YouTube,FitJuly,151,8d342020-b636-462f-bbee-78e975954715,Multivitamin,2025-06-30,7,4101
YouTube,PowerBoost,285,b9f9b352-fa1d-4c86-a674-ca7991ba0a9e,Creatine,2025-05-14,17,6342
Twitter,FitJuly,363,1fdc43f0-ccf2-4c9d-81a7-8ffae7a78317,Whey Protein,2025-06-21,15,8859
Instagram,FitJuly,336,922b9398-a890-427d-9bd3-10c9e0f61ce3,Multivitamin,2025-06-20,6,3912
YouTube,PowerBoost,97,786467b5-ab56-4e44-9838-6c93f8033ddd,Creatine,2025-06-02,12,8266
Twitter,SummerShred,135,edd31d0f-cb8f-4026-b506-fe736bd0b15f,Multivitamin,2025-05-27,6,923
Facebook,WellnessWave,990,9c91b283-bcde-4a68-9a25-aa61fd5de3c7,Vitamin C,2025-05-19,19,6259
YouTube,PowerBoost,152,b96641b2-c2d6-463a-abef-f89ff5e9552e,Creatine,2025-05-26,14,9567
Twitter,WellnessWave,549,93e20e48-ec8b-46e7-8518-8065a45d3d73,Multivitamin,2025-07-17,18,9901
Facebook,PowerBoost,842,86005b13-c6b3-43be-93cd-8a3fefa5aee2,Vitamin C,2025-05-01,4,5991
Twitter,PowerBoost,174,46bc5fef-14bb-48a8-9b9b-02090d8cb320,Multivitamin,2025-05-30,6,7698
Facebook,FitJuly,295,a7a466f6-6223-48ed-8f54-d96f979bcd31,Vitamin C,2025-07-01,18,864
Facebook,WellnessWave,657,0bada4d0-0009-41b5-ae13-0277803ba78d,Creatine,2025-05-12,1,7504
YouTube,PowerBoost,318,e956acc0-26af-4b57-8e88-02a7e3f84291,Vitamin C,2025-05-15,4,1592
Instagram,PowerBoost,453,99d63e2e-948b-4bae-ba10-ca715a7dca2a,Creatine,2025-07-12,8,1128
Facebook,FitJuly,542,fe70bb15-d5f4-4dde-93e3-f5ee33bba31c,Whey Protein,2025-07-03,6,8544
YouTube,WellnessWave,151,205883f6-0f85-4c14-8e01-68aab39aa194,Multivitamin,2025-06-17,13,7433
Twitter,SummerShred,451,bafe3289-abc7-4681-8796-b0c552751d7a,Vitamin C,2025-07-21,1,2034
YouTube,FitJuly,352,0845a87b-de9b-40cb-81e0-6ec0c4123e77,Whey Protein,2025-05-27,14,9029
Facebook,FitJuly,162,5a407837-e5ae-4186-880d-2595c9cac59a,Whey Protein,2025-06-14,14,4287
Facebook,FitJuly,804,bc324c1b-2f39-4733-a64e-c930617b9262,Whey Protein,2025-05-22,10,7134
Twitter,PowerBoost,988,f8499a9d-f359-4c4c-89a0-1e07e629623f,Whey Protein,2025-04-24,14,9530
Instagram,WellnessWave,820,93a71ea2-ff2f-402e-abe2-15c4e3cb30f6,Creatine,2025-05-12,20,5411
YouTube,WellnessWave,658,880da501-9a8e-4524-bbee-f6dd46187b5e,Multivitamin,2025-05-28,7,5100
Facebook,SummerShred,984,5b84c29d-47da-419f-b56d-edb0aebc2f37,Whey Protein,2025-05-11,7,5515
YouTube,SummerShred,130,063cb868-ea1c-4456-9c13-41eac6349e02,Whey Protein,2025-05-25,19,4668
YouTube,WellnessWave,651,5acb2a17-3be6-4217-9673-8aac9b0d7d4d,Vitamin C,2025-05-08,1,9221
Instagram,SummerShred,193,6fd94b42-bfc3-4473-be16-f45bd5c5ffa0,Whey Protein,2025-06-07,17,6288
Facebook,SummerShred,306,46b96714-c630-449b-93ee-3016d6072898,Vitamin C,2025-06-26,7,9957
Instagram,PowerBoost,112,f30c9119-3ac0-462f-a4cc-4db190f697f4,Creatine,2025-06-02,15,8657
Twitter,PowerBoost,101,8012dc9b-f41d-4f36-be85-21722f670750,Whey Protein,2025-05-09,19,4549
Instagram,PowerBoost,424,35494080-fbe4-4e34-a976-5c0b29099188,Multivitamin,2025-05-17,17,6806
Instagram,FitJuly,331,bc386c00-5590-4032-81a4-0d2a3b821d71,Multivitamin,2025-05-12,7,2629
YouTube,WellnessWave,999,1429071c-90d5-4270-b87d-c62e626a3580,Multivitamin,2025-07-18,3,3121
Facebook,FitJuly,217,09e86edf-79b1-4014-82ee-7a6085dc5d02,Vitamin C,2025-04-26,4,9961
Facebook,PowerBoost,490,80721f8e-453d-4658-b574-5fb02b8ca759,Multivitamin,2025-05-15,2,5080
Facebook,WellnessWave,48,d0fe673f-8636-4f28-9c0b-ce773871e8a3,Multivitamin,2025-05-13,10,5579
Twitter,PowerBoost,432,9b009d05-4346-444e-a8f5-41b681db93e5,Vitamin C,2025-07-16,17,9495
Twitter,PowerBoost,655,0f7f37e1-fadd-4874-85ad-7e050a4aed86,Multivitamin,2025-07-21,1,4542
Facebook,PowerBoost,7,5f8069c6-6f52-4120-9be0-6d3451a0a357,Whey Protein,2025-07-15,5,9197
Twitter,SummerShred,682,023b8f06-ea06-46ea-bf5d-3e13643bed40,Multivitamin,2025-05-14,2,8938
Facebook,PowerBoost,926,57a996c3-1a78-4a2f-9feb-ca01f47506e9,Vitamin C,2025-05-05,2,3772
YouTube,FitJuly,18,8974c031-e8ae-4fc1-94b0-f9e9eccfbbf2,Vitamin C,2025-04-24,6,1130
Twitter,SummerShred,255,94767528-6240-444a-b0db-880650b6daa5,Whey Protein,2025-06-17,6,6182
Instagram,PowerBoost,586,68418461-f31f-40c3-9f34-357d381cdb74,Creatine,2025-05-26,6,6097
Instagram,WellnessWave,589,281c7b3f-5d19-4d18-9beb-c7866704a89f,Multivitamin,2025-04-24,5,3945
Facebook,WellnessWave,565,56bb7273-3d80-4398-884c-91c6717a8798,Multivitamin,2025-07-09,8,6159
Instagram,WellnessWave,807,e5cbc55e-87fa-4575-8ddb-430e4cd74438,Vitamin C,2025-04-27,12,1254
Twitter,PowerBoost,462,e85295c6-7b0e-4535-8f4e-7790697a4970,Multivitamin,2025-06-12,15,7896
Twitter,PowerBoost,964,5c1108ee-3560-4db3-baf2-733d7510f870,Whey Protein,2025-07-18,15,7591
Twitter,SummerShred,756,83ffda37-2391-440d-9894-2de537158786,Multivitamin,2025-06-30,12,7665
Instagram,WellnessWave,80,66ee3485-5dd1-47f3-8c05-ce9580ccad73,Creatine,2025-07-21,17,7851
Facebook,FitJuly,602,417d3981-e060-4735-ba54-a72aeb924407,Creatine,2025-05-13,18,5961
Instagram,SummerShred,1000,2dffbdba-4e89-4411-9350-44afa3098d2d,Vitamin C,2025-05-27,2,8182
YouTube,PowerBoost,707,0d0e3bbd-ecdb-483b-8bea-05a6608eb1c3,Vitamin C,2025-06-24,15,9584
Twitter,PowerBoost,282,93d751a3-70cc-47a6-a8d8-7e2f39e7303a,Whey Protein,2025-07-16,2,3210
Facebook,PowerBoost,433,a94a3244-a1b0-4ede-98ce-fd1e5e56f754,Vitamin C,2025-06-22,20,4889
YouTube,SummerShred,170,b4504f8d-aa79-4668-a472-5f110ea5e414,Creatine,2025-06-17,20,5489
YouTube,PowerBoost,420,d1f30eb5-1916-46c0-b508-a1baa869a312,Vitamin C,2025-06-11,2,9738
Twitter,FitJuly,642,24affab7-81e1-4947-aba6-a1a0b687b282,Creatine,2025-04-28,13,5615
YouTube,FitJuly,287,237ca12f-8f12-4de6-a8b5-194b988e5ff5,Creatine,2025-06-15,6,4897
Twitter,WellnessWave,705,24c5a6d4-14a8-48b3-bd6a-ff16da6e808e,Multivitamin,2025-04-29,1,3457
Twitter,PowerBoost,588,19a6a345-122d-44c9-9d92-c624ada2bcbd,Creatine,2025-05-08,4,6447
YouTube,WellnessWave,978,b18e7a33-8c2d-477d-ba83-626721f01c58,Multivitamin,2025-06-24,14,8916
Instagram,FitJuly,782,b11f304a-544f-41fa-b244-9d64cd25bdde,Vitamin C,2025-04-29,9,2920
Instagram,FitJuly,33,335421ce-d047-4d13-8012-290c4277c7d9,Multivitamin,2025-06-03,19,7674
Twitter,PowerBoost,946,15386359-4d0c-4634-bc9d-a043b6bd7696,Multivitamin,2025-06-20,16,3875
Twitter,FitJuly,579,01a11a2b-4f54-4dee-8523-dbcbcc282970,Multivitamin,2025-07-09,1,9855
Instagram,SummerShred,857,e06cb39a-f304-4b99-bf9c-6ef9039fde3e,Vitamin C,2025-06-21,5,5408
YouTube,PowerBoost,736,e661498a-8351-484c-beca-167600cb5cf1,Multivitamin,2025-05-06,19,6876
Facebook,SummerShred,534,b29fba6c-6c89-4f7c-be60-089eba9e4eb2,Whey Protein,2025-04-26,19,5191
YouTube,FitJuly,457,0754589b-8abc-450f-b171-4e2a0acd6cdc,Whey Protein,2025-06-06,15,7618
Twitter,WellnessWave,236,dd52c812-dfa7-49fb-821a-0c438ac1f356,Creatine,2025-05-09,8,2899
Instagram,FitJuly,677,08e1768e-0b68-4b40-8e1a-c2b9d60229c3,Whey Protein,2025-06-25,7,4057
YouTube,PowerBoost,837,d8d6ec41-c8fa-482c-921d-62687bb40ac6,Vitamin C,2025-06-07,11,9238
YouTube,WellnessWave,790,b1f48e69-d6bd-4f81-85a6-0fbaaf3871ab,Multivitamin,2025-05-11,7,1381
Twitter,PowerBoost,871,c8512c31-af54-4bce-b37c-9f00d6dc81e8,Whey Protein,2025-06-29,13,2091
YouTube,WellnessWave,725,ea1c7d66-8512-4311-9dc9-a7eceb4a87ca,Whey Protein,2025-04-25,4,9169
Facebook,PowerBoost,687,635d7a10-10aa-4bdb-a252-8ae50d97cbda,Whey Protein,2025-06-23,19,5661
Instagram,PowerBoost,313,0f15b3b6-cf48-4537-8d62-d20844801b2c,Whey Protein,2025-07-15,2,1658
Instagram,WellnessWave,1000,ab7d7ede-9854-41eb-b14c-a93fc3b23fa1,Whey Protein,2025-06-03,12,8938
Instagram,FitJuly,624,98263b84-43ea-43f3-bc38-e628c704fab1,Whey Protein,2025-06-07,19,3964
Facebook,PowerBoost,684,b7b1510b-dfc8-4d38-bcc5-30f601bc6d02,Whey Protein,2025-07-01,18,9498
Facebook,PowerBoost,530,5a6e8e8e-cf2a-4814-9ee0-d2726dea51c0,Multivitamin,2025-05-27,13,576
Facebook,SummerShred,295,a446e99a-840e-4226-9a66-49cb1699922d,Vitamin C,2025-07-07,15,7289
Twitter,FitJuly,896,f527ce08-4b42-43c8-863e-ca23104928a5,Whey Protein,2025-06-19,1,5001
YouTube,WellnessWave,612,cbbbf595-9bfa-46c0-9ef8-3e1655584132,Whey Protein,2025-04-26,16,2551
Instagram,FitJuly,138,e659147e-0b60-4525-99c5-10d70bdef98b,Creatine,2025-07-16,3,3837
Twitter,FitJuly,993,e6a776bb-d6ed-4d17-b063-8cdc758e3fad,Multivitamin,2025-06-29,7,9257
Instagram,PowerBoost,270,73475973-04c3-402c-9a86-82c021251ce1,Whey Protein,2025-05-19,5,8418
YouTube,FitJuly,917,8b80045e-1175-4a2d-9847-72de5e51489e,Vitamin C,2025-05-30,3,9901
Facebook,FitJuly,712,5f4d9e34-ca3c-4290-b1f1-652f5b84a02f,Vitamin C,2025-05-02,4,4892
Instagram,FitJuly,857,093a61e4-d785-4f16-a4aa-6fc2d97ae3a0,Whey Protein,2025-06-20,20,3793
YouTube,SummerShred,515,6d675a08-26cc-4670-bf2a-12bd9ad6b175,Vitamin C,2025-05-19,11,8456
Instagram,SummerShred,830,c767b4c7-e90a-4701-94d7-383ab85e46be,Creatine,2025-05-21,13,804
Twitter,WellnessWave,963,f8258b4c-9755-4751-acc0-51151bfb91ea,Vitamin C,2025-06-06,16,1909
YouTube,WellnessWave,484,e6109136-0f07-4332-b49d-8544f2500a63,Whey Protein,2025-06-09,2,8767
Twitter,FitJuly,964,4fc5ee85-0a69-44d8-8f26-bc8613666e64,Vitamin C,2025-04-24,7,7950
Twitter,PowerBoost,864,ffc47198-c272-4be9-b3a1-f248b3a3742f,Vitamin C,2025-07-05,9,5608
Twitter,SummerShred,102,e6ee07b4-5661-4e11-8157-618dc6ea7bdf,Vitamin C,2025-07-18,6,4307
YouTube,SummerShred,570,16c4df93-4d58-47e0-bc5b-4ce583a2927d,Vitamin C,2025-07-04,18,641
Facebook,SummerShred,840,1751a252-db26-4a1e-ab0e-689f80e8c149,Creatine,2025-04-23,15,6664
Instagram,SummerShred,179,718cc2f9-9753-404b-b521-678c804a27bb,Vitamin C,2025-05-13,3,5183
Facebook,SummerShred,808,def2050f-df99-47d8-991b-bcfbbae5421f,Creatine,2025-06-24,1,7921
YouTube,SummerShred,345,8f110740-3dfe-44cd-8466-90bcaba7b8d5,Vitamin C,2025-06-01,11,6321
Twitter,PowerBoost,339,a0bccb6f-e054-4ee2-a373-ec033caec336,Whey Protein,2025-05-19,12,589
Instagram,SummerShred,625,82d8afce-6841-4904-b1c0-9501defcb2ca,Whey Protein,2025-05-28,1,1243
Twitter,FitJuly,276,56a14dd4-c831-45b8-99a3-94aaebd5f846,Multivitamin,2025-06-16,8,3138
Twitter,PowerBoost,32,134d4ef5-80b4-4712-90f2-36f1f525d51b,Multivitamin,2025-06-25,9,2191
Instagram,WellnessWave,274,7f6cb335-3ee0-423a-a30a-0c9d0df43987,Multivitamin,2025-06-11,5,3290
Instagram,FitJuly,103,6e96060d-5665-4328-94ff-69b772943cd0,Creatine,2025-06-29,11,1785
YouTube,FitJuly,693,99bc9db6-45ff-43ea-ab97-db4c6d76bbe1,Multivitamin,2025-06-13,11,9340
YouTube,WellnessWave,999,1f1c861d-434b-4203-9513-ede8338947bc,Multivitamin,2025-05-13,2,9015
Instagram,PowerBoost,138,3bf10645-9eab-4546-ae64-74a785cbe1a2,Vitamin C,2025-05-27,13,1215
Facebook,WellnessWave,554,84547e3c-2ba2-42a7-b85c-ddd8a94f31cc,Multivitamin,2025-05-26,4,2273
YouTube,FitJuly,634,32c79cb7-df9a-46fd-85ca-7d0a6962e3ed,Whey Protein,2025-07-02,20,3191
YouTube,WellnessWave,123,10cd93f3-4508-4429-9b4f-bfe624d15b12,Creatine,2025-05-20,20,4029
Facebook,SummerShred,656,42570fd5-a4a1-4ee1-8b2e-0d3135ae46cb,Whey Protein,2025-06-30,16,2505
Twitter,FitJuly,397,53202fff-0db2-4e9b-a152-8e5ecd2f8fda,Multivitamin,2025-04-27,14,5831
YouTube,SummerShred,300,b5809131-fd05-4b1a-8871-66bbf728e2d4,Multivitamin,2025-07-16,14,7859
YouTube,SummerShred,937,99b1c76f-0f28-48a2-b8b6-78b6913f5d97,Whey Protein,2025-06-27,11,2782
Instagram,PowerBoost,249,dfbf3dec-1a57-4900-ac0b-355f5001d871,Vitamin C,2025-05-01,14,2959
Instagram,WellnessWave,127,1a16ebb4-f819-4806-be6a-6611a71d0383,Vitamin C,2025-04-28,16,704
Twitter,SummerShred,865,0f59d274-1feb-468e-917b-d2adffa56933,Vitamin C,2025-06-13,4,7266
Facebook,SummerShred,954,433059c1-396d-4305-9b7c-d57f21c23f95,Creatine,2025-06-26,6,2266
Twitter,FitJuly,359,d1784970-9cae-4659-bee6-f4d450f3d001,Whey Protein,2025-07-03,6,4239
YouTube,FitJuly,745,1d00876a-7ee7-437a-b04b-3c0de41bc506,Whey Protein,2025-06-11,16,2448
YouTube,FitJuly,869,e29d5f04-23ba-4653-a63e-2b9ee046a244,Vitamin C,2025-06-25,5,4731
Twitter,WellnessWave,676,2291695b-0bdd-4d3a-bdf3-c27ba817de26,Vitamin C,2025-07-21,3,1562
Facebook,SummerShred,495,389817ea-3d48-457e-897f-7c43be07dfb7,Creatine,2025-04-27,15,5133
YouTube,FitJuly,166,e33389b0-2f87-4e14-adfb-cfb3600bb62f,Creatine,2025-05-29,16,4047
Facebook,FitJuly,224,2e4b7567-7d35-42bf-9dd5-d105e567ef46,Multivitamin,2025-06-27,14,6591
YouTube,PowerBoost,378,c628ec07-e4ef-4a53-9f70-879c7d738c0b,Whey Protein,2025-07-03,10,2160
Facebook,FitJuly,438,7e1bf9a8-7a2a-4e19-9560-9cbc92225f78,Whey Protein,2025-06-30,18,5379
Twitter,FitJuly,16,a810f815-f3f4-40b2-8af0-66493b692dff,Whey Protein,2025-06-01,7,6486
Facebook,WellnessWave,460,60d997cf-95fb-4c2f-86a8-f6aa41a5f70f,Creatine,2025-06-09,7,9296
Instagram,FitJuly,57,53bc0f57-af95-47bc-a26c-526678b197c3,Whey Protein,2025-06-16,7,3576
Instagram,WellnessWave,766,e87ed94e-abed-4a8a-a739-f11d97495538,Vitamin C,2025-06-08,12,828
Twitter,WellnessWave,12,b7245293-26dd-4b07-a5db-97575ba01654,Creatine,2025-05-24,5,9285
Facebook,FitJuly,328,c28e1d8f-403e-4076-803e-78225cd95d1a,Creatine,2025-06-23,14,9183
Twitter,WellnessWave,872,04334044-7e02-4136-b3f2-f2c00fc606d7,Whey Protein,2025-06-24,19,1453
Facebook,WellnessWave,517,9e95b567-d804-4ca8-b175-871bb32e2a3a,Creatine,2025-06-15,11,8333
Instagram,SummerShred,396,2de8d2bf-3f5b-473d-b848-12fc69df2f1d,Vitamin C,2025-05-08,8,6191
Facebook,PowerBoost,708,0f104f6f-61bd-4ec7-bb47-574f2ece7515,Whey Protein,2025-06-12,14,3030
Twitter,FitJuly,360,cda32c18-0f29-4499-8d90-4ff5b00fc288,Multivitamin,2025-06-03,16,9962
Instagram,PowerBoost,172,63867a93-7ee5-46de-abc8-8d43ae7a1e44,Whey Protein,2025-05-30,14,1197
Twitter,WellnessWave,26,2ccdfb1c-33bd-4c78-b04d-0693cd20b132,Creatine,2025-04-27,8,3687
Facebook,SummerShred,912,b77441a4-3fb5-4ffb-b52f-a197e40115c8,Multivitamin,2025-06-03,16,6096
YouTube,SummerShred,342,4d0a49d8-41da-4b89-8969-27744c770fe6,Whey Protein,2025-05-13,9,1146
YouTube,FitJuly,189,6ac1468b-fe32-4656-9f67-4e9e50f3e243,Vitamin C,2025-05-17,7,780
Facebook,FitJuly,581,382d31f2-c8da-485c-8e5b-d477231ac7e9,Vitamin C,2025-05-21,8,4292
Facebook,PowerBoost,344,5a0eb70a-300a-4277-a705-c91f19f4bead,Creatine,2025-06-12,9,3935
Facebook,SummerShred,702,e1ffb52f-26b3-45a7-a290-e8e77817fc9d,Creatine,2025-05-17,14,2703
Instagram,PowerBoost,921,3cc6a367-3a57-4dea-8298-8e33ad749b9c,Multivitamin,2025-04-29,19,9254
Facebook,WellnessWave,257,5eec5060-7dba-43e1-a801-555e442ed2a2,Vitamin C,2025-07-18,8,1719
Facebook,PowerBoost,819,a15c6686-25ce-4c51-b22d-5655567bc44f,Creatine,2025-05-31,5,1133
YouTube,FitJuly,905,965b12aa-08d4-458b-afd0-36dfffa3a1da,Multivitamin,2025-06-06,10,8264
Facebook,WellnessWave,455,2af4830c-bd3c-4e71-b09f-eff501886e02,Creatine,2025-07-06,20,4776
Facebook,SummerShred,24,ea0454eb-cb2c-4dcd-8e40-93546aaacb3f,Vitamin C,2025-05-19,20,4329
Instagram,FitJuly,892,77897e1e-5b8e-4e13-961b-833848620ea8,Vitamin C,2025-06-16,3,3787
YouTube,SummerShred,834,f5424b75-a4e5-4e84-8dc6-e4acc9c35b28,Vitamin C,2025-06-19,7,1779
Instagram,SummerShred,774,17adafc1-c60e-4329-aca5-7f3a179f872e,Multivitamin,2025-07-11,11,2248
Facebook,PowerBoost,901,2e9f93d3-08a6-4c36-ba35-24be5583959f,Whey Protein,2025-05-09,17,3076
Twitter,SummerShred,234,d96120bd-ac9d-49b7-897e-5a99024b2e2d,Multivitamin,2025-04-24,4,9498
Instagram,FitJuly,856,d3e63fa9-c4aa-4b19-b33c-2ad85296cd02,Creatine,2025-05-17,1,3873
Twitter,SummerShred,142,c44af821-68ec-4e68-a5bd-326885f06aa9,Whey Protein,2025-05-26,13,6208
Facebook,WellnessWave,692,4df1f362-26f9-4b87-afe3-54423c964f2a,Whey Protein,2025-04-29,5,793
Twitter,PowerBoost,412,a4a811a2-e574-4b93-b969-ac35fde11444,Vitamin C,2025-07-14,20,7015
Facebook,FitJuly,583,c3d2b33f-b188-4e1b-9594-306beb3c2756,Multivitamin,2025-06-20,16,2280
Instagram,PowerBoost,194,788bd652-dc03-4a85-82b8-2cd5647112ed,Vitamin C,2025-05-13,8,8755
YouTube,PowerBoost,293,5fbda85f-44b5-4b3a-9d23-f17721638423,Vitamin C,2025-05-05,14,556
Facebook,FitJuly,441,71658e1b-125d-47b5-b04c-f97753393367,Whey Protein,2025-07-12,1,8330
Facebook,PowerBoost,1,d8d5416a-b423-4c94-9719-f0ec4f728482,Multivitamin,2025-07-08,4,9898
YouTube,FitJuly,493,763cf6bb-a63d-45ec-81cf-3570a831c6f0,Vitamin C,2025-05-03,7,5162
Facebook,PowerBoost,309,07fe3bb4-80b6-4560-92ad-e440d0b7319f,Multivitamin,2025-06-08,7,8946
Instagram,SummerShred,260,52047559-e74d-42c7-888e-fb573a0af5b4,Multivitamin,2025-06-28,20,7127
YouTube,FitJuly,839,b80dda18-0c08-42bd-ac97-58b42bc34371,Vitamin C,2025-05-19,2,3844
Twitter,WellnessWave,432,d2548bab-07c9-4274-824b-6be801935abe,Whey Protein,2025-05-06,17,4280
Twitter,SummerShred,593,035f6c58-19d7-4345-899a-7f18475ac063,Multivitamin,2025-06-19,11,3406
Twitter,FitJuly,144,42c71bcc-3da6-48ae-bd23-380d61719188,Vitamin C,2025-05-08,15,4744
Twitter,FitJuly,443,9d61a1f0-e805-46e8-9ca3-df1a483ff5d6,Creatine,2025-07-05,16,7099
Twitter,WellnessWave,927,c2964aac-86d6-4b8f-9cd0-386061749909,Vitamin C,2025-06-05,11,2000
YouTube,SummerShred,668,98e577e0-81ae-417b-8a28-f2a028e479a9,Creatine,2025-04-26,19,2887
Instagram,FitJuly,841,7d014e5e-2cda-48b0-8b1e-f90bf05fea88,Vitamin C,2025-06-21,12,2810
Instagram,SummerShred,313,05f81642-ba55-4986-80e0-5be31188d1c8,Multivitamin,2025-06-22,15,5189
Instagram,WellnessWave,469,5bcd5fdc-10df-4137-a759-0854f62ea9e5,Vitamin C,2025-05-02,11,1945
Instagram,PowerBoost,147,73f454f5-8b46-45d1-b187-e489b4cbb71e,Vitamin C,2025-06-29,6,4228
Twitter,PowerBoost,795,70075a8b-e5e2-4628-8fe5-548d93ec728e,Vitamin C,2025-05-26,2,8992
Instagram,SummerShred,598,a8d1bfb2-d077-4ba5-9bec-e55cab95f445,Creatine,2025-07-17,20,5158
Twitter,WellnessWave,212,a27a19f0-6a15-45f8-8a2b-6588325387e7,Creatine,2025-05-13,15,6798
Facebook,WellnessWave,105,07dcacdd-59fc-4643-a9da-ae574e10e603,Creatine,2025-07-01,13,9916
Facebook,PowerBoost,912,4a9cbd1e-42c1-4326-9a5c-ca5c8452c500,Creatine,2025-06-07,18,5521
YouTube,SummerShred,351,d313d1a2-c91b-469a-b6c5-5af4f4168e06,Vitamin C,2025-05-31,19,8282
Facebook,FitJuly,445,f9a85170-bf56-44f9-adda-6c7a6b19ba76,Whey Protein,2025-06-25,14,1324
YouTube,WellnessWave,591,d3af1b85-2e24-4c7e-83c9-d13c72ad6607,Whey Protein,2025-05-07,11,9587
Facebook,PowerBoost,573,8399871a-0472-4375-9ee9-68f6e8e28a86,Vitamin C,2025-05-16,1,8068
Twitter,WellnessWave,221,f819a3d3-a23a-462d-b480-fbca711a70b1,Vitamin C,2025-06-21,17,5563
Twitter,FitJuly,73,a5b126de-07fc-460c-906f-cb3569ed3a04,Vitamin C,2025-06-30,13,6399
